wo,umi_count,library_id,condition,replicate,sample
OWWOOWWW,22353,3,Neg,3,Library-3-Neg-3
OWWOWOOO,5499,3,Neg,3,Library-3-Neg-3
OWWOWOOW,10187,3,Neg,3,Library-3-Neg-3
OWWOWOWO,11424,3,Neg,3,Library-3-Neg-3
OWWOWOWW,8703,3,Neg,3,Library-3-Neg-3
OWWOWWOO,15392,3,Neg,3,Library-3-Neg-3
OWWOWWOW,1572,3,Neg,3,Library-3-Neg-3
OWWOWWWO,33984,3,Neg,3,Library-3-Neg-3
OWWOWWWW,5920,3,Neg,3,Library-3-Neg-3
OWWWOOOO,1475,3,Neg,3,Library-3-Neg-3
OWWWOOOW,11028,3,Neg,3,Library-3-Neg-3
OWWWOOWO,5536,3,Neg,3,Library-3-Neg-3
OWWWOOWW,8989,3,Neg,3,Library-3-Neg-3
OWWWOWOO,16811,3,Neg,3,Library-3-Neg-3
OWWWOWOW,5921,3,Neg,3,Library-3-Neg-3
OWWWOWWO,1457,3,Neg,3,Library-3-Neg-3
OWWWOWWW,16061,3,Neg,3,Library-3-Neg-3
OWWWWOOO,2285,3,Neg,3,Library-3-Neg-3
OWWWWOOW,12876,3,Neg,3,Library-3-Neg-3
OWWWWOWO,11864,3,Neg,3,Library-3-Neg-3
OWWWWOWW,7994,3,Neg,3,Library-3-Neg-3
OWWWWWOO,11447,3,Neg,3,Library-3-Neg-3
OWWWWWOW,18722,3,Neg,3,Library-3-Neg-3
OWWWWWWO,11900,3,Neg,3,Library-3-Neg-3
OWWWWWWW,6267,3,Neg,3,Library-3-Neg-3
WOOOOOOO,21124,3,Neg,3,Library-3-Neg-3
WOOOOOOW,6294,3,Neg,3,Library-3-Neg-3
WOOOOOWO,38366,3,Neg,3,Library-3-Neg-3
WOOOOOWW,13485,3,Neg,3,Library-3-Neg-3
WOOOOWOO,9409,3,Neg,3,Library-3-Neg-3
WOOOOWOW,15591,3,Neg,3,Library-3-Neg-3
WOOOOWWO,17788,3,Neg,3,Library-3-Neg-3
WOOOOWWW,21734,3,Neg,3,Library-3-Neg-3
WOOOWOOO,194,3,Neg,3,Library-3-Neg-3
WOOOWOOW,17642,3,Neg,3,Library-3-Neg-3
WOOOWOWO,29564,3,Neg,3,Library-3-Neg-3
WOOOWOWW,19378,3,Neg,3,Library-3-Neg-3
WOOOWWOO,46055,3,Neg,3,Library-3-Neg-3
WOOOWWOW,24804,3,Neg,3,Library-3-Neg-3
WOOOWWWO,23117,3,Neg,3,Library-3-Neg-3
WOOOWWWW,17477,3,Neg,3,Library-3-Neg-3
WOOWOOOO,7512,3,Neg,3,Library-3-Neg-3
WOOWOOOW,5706,3,Neg,3,Library-3-Neg-3
WOOWOOWO,16013,3,Neg,3,Library-3-Neg-3
WOOWOOWW,10684,3,Neg,3,Library-3-Neg-3
WOOWOWOO,6704,3,Neg,3,Library-3-Neg-3
WOOWOWOW,18527,3,Neg,3,Library-3-Neg-3
WOOWOWWO,31060,3,Neg,3,Library-3-Neg-3
WOOWOWWW,5355,3,Neg,3,Library-3-Neg-3
WOOWWOOO,19212,3,Neg,3,Library-3-Neg-3
WOOWWOOW,22704,3,Neg,3,Library-3-Neg-3
WOOWWOWO,287,3,Neg,3,Library-3-Neg-3
WOOWWOWW,6723,3,Neg,3,Library-3-Neg-3
WOOWWWOO,49937,3,Neg,3,Library-3-Neg-3
WOOWWWOW,27231,3,Neg,3,Library-3-Neg-3
WOOWWWWO,15792,3,Neg,3,Library-3-Neg-3
WOOWWWWW,4601,3,Neg,3,Library-3-Neg-3
WOWOOOOO,18274,3,Neg,3,Library-3-Neg-3
WOWOOOOW,499,3,Neg,3,Library-3-Neg-3
WOWOOOWO,12085,3,Neg,3,Library-3-Neg-3
WOWOOOWW,9611,3,Neg,3,Library-3-Neg-3
WOWOOWOO,164,3,Neg,3,Library-3-Neg-3
WOWOOWOW,7020,3,Neg,3,Library-3-Neg-3
WOWOOWWO,3905,3,Neg,3,Library-3-Neg-3
WOWOOWWW,3598,3,Neg,3,Library-3-Neg-3
WOWOWOOO,7903,3,Neg,3,Library-3-Neg-3
WOWOWOOW,11429,3,Neg,3,Library-3-Neg-3
WOWOWOWO,35671,3,Neg,3,Library-3-Neg-3
WOWOWOWW,9425,3,Neg,3,Library-3-Neg-3
WOWOWWOO,12652,3,Neg,3,Library-3-Neg-3
WOWOWWOW,2879,3,Neg,3,Library-3-Neg-3
WOWOWWWO,27360,3,Neg,3,Library-3-Neg-3
WOWOWWWW,6269,3,Neg,3,Library-3-Neg-3
WOWWOOOO,373,3,Neg,3,Library-3-Neg-3
WOWWOOOW,15663,3,Neg,3,Library-3-Neg-3
WOWWOOWO,25616,3,Neg,3,Library-3-Neg-3
WOWWOOWW,11756,3,Neg,3,Library-3-Neg-3
WOWWOWOO,13874,3,Neg,3,Library-3-Neg-3
WOWWOWOW,2721,3,Neg,3,Library-3-Neg-3
WOWWOWWO,14438,3,Neg,3,Library-3-Neg-3
WOWWOWWW,31387,3,Neg,3,Library-3-Neg-3
WOWWWOOO,1424,3,Neg,3,Library-3-Neg-3
WOWWWOOW,5892,3,Neg,3,Library-3-Neg-3
WOWWWOWO,5397,3,Neg,3,Library-3-Neg-3
WOWWWOWW,7897,3,Neg,3,Library-3-Neg-3
WOWWWWOO,37107,3,Neg,3,Library-3-Neg-3
WOWWWWOW,30883,3,Neg,3,Library-3-Neg-3
WOWWWWWO,17608,3,Neg,3,Library-3-Neg-3
WOWWWWWW,7057,3,Neg,3,Library-3-Neg-3
WWOOOOOO,9856,3,Neg,3,Library-3-Neg-3
WWOOOOOW,192,3,Neg,3,Library-3-Neg-3
WWOOOOWO,13438,3,Neg,3,Library-3-Neg-3
WWOOOOWW,19219,3,Neg,3,Library-3-Neg-3
WWOOOWOO,15659,3,Neg,3,Library-3-Neg-3
WWOOOWOW,12550,3,Neg,3,Library-3-Neg-3
WWOOOWWO,8365,3,Neg,3,Library-3-Neg-3
WWOOOWWW,11848,3,Neg,3,Library-3-Neg-3
WWOOWOOO,157,3,Neg,3,Library-3-Neg-3
WWOOWOOW,12810,3,Neg,3,Library-3-Neg-3
WWOOWOWO,26374,3,Neg,3,Library-3-Neg-3
WWOOWOWW,17189,3,Neg,3,Library-3-Neg-3
WWOOWWOO,2634,3,Neg,3,Library-3-Neg-3
WWOOWWOW,24383,3,Neg,3,Library-3-Neg-3
WWOOWWWO,18086,3,Neg,3,Library-3-Neg-3
WWOOWWWW,12004,3,Neg,3,Library-3-Neg-3
WWOWOOOO,4151,3,Neg,3,Library-3-Neg-3
WWOWOOOW,3977,3,Neg,3,Library-3-Neg-3
WWOWOOWO,10878,3,Neg,3,Library-3-Neg-3
WWOWOOWW,13320,3,Neg,3,Library-3-Neg-3
WWOWOWOO,4144,3,Neg,3,Library-3-Neg-3
WWOWOWOW,25159,3,Neg,3,Library-3-Neg-3
WWOWOWWO,7978,3,Neg,3,Library-3-Neg-3
WWOWOWWW,4264,3,Neg,3,Library-3-Neg-3
WWOWWOOO,11698,3,Neg,3,Library-3-Neg-3
WWOWWOOW,1880,3,Neg,3,Library-3-Neg-3
WWOWWOWO,8517,3,Neg,3,Library-3-Neg-3
WWOWWOWW,14964,3,Neg,3,Library-3-Neg-3
WWOWWWOO,7900,3,Neg,3,Library-3-Neg-3
WWOWWWOW,18446,3,Neg,3,Library-3-Neg-3
WWOWWWWO,8745,3,Neg,3,Library-3-Neg-3
WWOWWWWW,17741,3,Neg,3,Library-3-Neg-3
WWWOOOOO,36241,3,Neg,3,Library-3-Neg-3
WWWOOOOW,2530,3,Neg,3,Library-3-Neg-3
WWWOOOWO,4460,3,Neg,3,Library-3-Neg-3
WWWOOOWW,35378,3,Neg,3,Library-3-Neg-3
WWWOOWOO,3336,3,Neg,3,Library-3-Neg-3
WWWOOWOW,8359,3,Neg,3,Library-3-Neg-3
WWWOOWWO,13316,3,Neg,3,Library-3-Neg-3
WWWOOWWW,13660,3,Neg,3,Library-3-Neg-3
WWWOWOOO,1636,3,Neg,3,Library-3-Neg-3
WWWOWOOW,14487,3,Neg,3,Library-3-Neg-3
WWWOWOWO,9141,3,Neg,3,Library-3-Neg-3
WWWOWOWW,5475,3,Neg,3,Library-3-Neg-3
WWWOWWOO,3694,3,Neg,3,Library-3-Neg-3
WWWOWWOW,13237,3,Neg,3,Library-3-Neg-3
WWWOWWWO,17833,3,Neg,3,Library-3-Neg-3
WWWOWWWW,5380,3,Neg,3,Library-3-Neg-3
WWWWOOOO,1685,3,Neg,3,Library-3-Neg-3
WWWWOOOW,17965,3,Neg,3,Library-3-Neg-3
WWWWOOWO,12613,3,Neg,3,Library-3-Neg-3
WWWWOOWW,4839,3,Neg,3,Library-3-Neg-3
WWWWOWOO,14196,3,Neg,3,Library-3-Neg-3
WWWWOWOW,8914,3,Neg,3,Library-3-Neg-3
WWWWOWWO,1978,3,Neg,3,Library-3-Neg-3
WWWWOWWW,16539,3,Neg,3,Library-3-Neg-3
WWWWWOOO,26285,3,Neg,3,Library-3-Neg-3
WWWWWOOW,11392,3,Neg,3,Library-3-Neg-3
WWWWWOWO,12262,3,Neg,3,Library-3-Neg-3
WWWWWOWW,9210,3,Neg,3,Library-3-Neg-3
WWWWWWOO,16850,3,Neg,3,Library-3-Neg-3
WWWWWWOW,10597,3,Neg,3,Library-3-Neg-3
WWWWWWWO,14763,3,Neg,3,Library-3-Neg-3
WWWWWWWW,99028,3,Neg,3,Library-3-Neg-3
OOOOOOOO,38,3,Pos,1,Library-3-Pos-1
OOOOOOOW,30,3,Pos,1,Library-3-Pos-1
OOOOOOWO,40,3,Pos,1,Library-3-Pos-1
OOOOOOWW,79,3,Pos,1,Library-3-Pos-1
OOOOOWOO,4,3,Pos,1,Library-3-Pos-1
OOOOOWOW,35,3,Pos,1,Library-3-Pos-1
OOOOOWWO,54,3,Pos,1,Library-3-Pos-1
OOOOOWWW,85,3,Pos,1,Library-3-Pos-1
OOOOWOOO,16,3,Pos,1,Library-3-Pos-1
OOOOWOOW,49,3,Pos,1,Library-3-Pos-1
OOOOWOWO,90,3,Pos,1,Library-3-Pos-1
OOOOWOWW,95,3,Pos,1,Library-3-Pos-1
OOOOWWOO,86,3,Pos,1,Library-3-Pos-1
OOOOWWOW,70,3,Pos,1,Library-3-Pos-1
OOOOWWWO,58,3,Pos,1,Library-3-Pos-1
OOOOWWWW,65,3,Pos,1,Library-3-Pos-1
OOOWOOOO,2,3,Pos,1,Library-3-Pos-1
OOOWOOOW,26,3,Pos,1,Library-3-Pos-1
OOOWOOWO,85,3,Pos,1,Library-3-Pos-1
OOOWOOWW,76,3,Pos,1,Library-3-Pos-1
OOOWOWOO,81,3,Pos,1,Library-3-Pos-1
OOOWOWOW,130,3,Pos,1,Library-3-Pos-1
OOOWOWWO,88,3,Pos,1,Library-3-Pos-1
OOOWOWWW,49,3,Pos,1,Library-3-Pos-1
OOOWWOOO,50,3,Pos,1,Library-3-Pos-1
OOOWWOOW,77,3,Pos,1,Library-3-Pos-1
OOOWWOWO,65,3,Pos,1,Library-3-Pos-1
OOOWWOWW,75,3,Pos,1,Library-3-Pos-1
OOOWWWOO,81,3,Pos,1,Library-3-Pos-1
OOOWWWOW,76,3,Pos,1,Library-3-Pos-1
OOOWWWWO,45,3,Pos,1,Library-3-Pos-1
OOOWWWWW,52,3,Pos,1,Library-3-Pos-1
OOWOOOOO,36,3,Pos,1,Library-3-Pos-1
OOWOOOOW,26,3,Pos,1,Library-3-Pos-1
OOWOOOWO,77,3,Pos,1,Library-3-Pos-1
OOWOOOWW,95,3,Pos,1,Library-3-Pos-1
OOWOOWOO,3,3,Pos,1,Library-3-Pos-1
OOWOOWOW,53,3,Pos,1,Library-3-Pos-1
OOWOOWWO,66,3,Pos,1,Library-3-Pos-1
OOWOOWWW,38,3,Pos,1,Library-3-Pos-1
OOWOWOOO,18,3,Pos,1,Library-3-Pos-1
OOWOWOOW,74,3,Pos,1,Library-3-Pos-1
OOWOWOWO,77,3,Pos,1,Library-3-Pos-1
OOWOWOWW,80,3,Pos,1,Library-3-Pos-1
OOWOWWOO,91,3,Pos,1,Library-3-Pos-1
OOWOWWOW,71,3,Pos,1,Library-3-Pos-1
OOWOWWWO,75,3,Pos,1,Library-3-Pos-1
OOWOWWWW,89,3,Pos,1,Library-3-Pos-1
OOWWOOOO,27,3,Pos,1,Library-3-Pos-1
OOWWOOOW,16,3,Pos,1,Library-3-Pos-1
OOWWOOWO,111,3,Pos,1,Library-3-Pos-1
OOWWOOWW,91,3,Pos,1,Library-3-Pos-1
OOWWOWOO,56,3,Pos,1,Library-3-Pos-1
OOWWOWOW,61,3,Pos,1,Library-3-Pos-1
OOWWOWWO,76,3,Pos,1,Library-3-Pos-1
OOWWOWWW,103,3,Pos,1,Library-3-Pos-1
OOWWWOOO,63,3,Pos,1,Library-3-Pos-1
OOWWWOOW,58,3,Pos,1,Library-3-Pos-1
OOWWWOWO,74,3,Pos,1,Library-3-Pos-1
OOWWWOWW,77,3,Pos,1,Library-3-Pos-1
OOWWWWOO,81,3,Pos,1,Library-3-Pos-1
OOWWWWOW,73,3,Pos,1,Library-3-Pos-1
OOWWWWWO,35,3,Pos,1,Library-3-Pos-1
OOWWWWWW,84,3,Pos,1,Library-3-Pos-1
OWOOOOOO,49,3,Pos,1,Library-3-Pos-1
OWOOOOOW,8,3,Pos,1,Library-3-Pos-1
OWOOOOWO,97,3,Pos,1,Library-3-Pos-1
OWOOOOWW,51,3,Pos,1,Library-3-Pos-1
OWOOOWOO,28,3,Pos,1,Library-3-Pos-1
OWOOOWOW,53,3,Pos,1,Library-3-Pos-1
OWOOOWWO,65,3,Pos,1,Library-3-Pos-1
OWOOOWWW,46,3,Pos,1,Library-3-Pos-1
OWOOWOOO,22,3,Pos,1,Library-3-Pos-1
OWOOWOOW,29,3,Pos,1,Library-3-Pos-1
OWOOWOWO,51,3,Pos,1,Library-3-Pos-1
OWOOWOWW,112,3,Pos,1,Library-3-Pos-1
OWOOWWOO,75,3,Pos,1,Library-3-Pos-1
OWOOWWOW,11,3,Pos,1,Library-3-Pos-1
OWOOWWWO,75,3,Pos,1,Library-3-Pos-1
OWOOWWWW,27,3,Pos,1,Library-3-Pos-1
OWOWOOOO,43,3,Pos,1,Library-3-Pos-1
OWOWOOOW,38,3,Pos,1,Library-3-Pos-1
OWOWOOWO,96,3,Pos,1,Library-3-Pos-1
OWOWOOWW,65,3,Pos,1,Library-3-Pos-1
OWOWOWOO,42,3,Pos,1,Library-3-Pos-1
OWOWOWOW,41,3,Pos,1,Library-3-Pos-1
OWOWOWWO,34,3,Pos,1,Library-3-Pos-1
OWOWOWWW,36,3,Pos,1,Library-3-Pos-1
OWOWWOOO,87,3,Pos,1,Library-3-Pos-1
OWOWWOOW,31,3,Pos,1,Library-3-Pos-1
OWOWWOWO,43,3,Pos,1,Library-3-Pos-1
OWOWWOWW,35,3,Pos,1,Library-3-Pos-1
OWOWWWOO,72,3,Pos,1,Library-3-Pos-1
OWOWWWOW,73,3,Pos,1,Library-3-Pos-1
OWOWWWWO,50,3,Pos,1,Library-3-Pos-1
OWOWWWWW,49,3,Pos,1,Library-3-Pos-1
OWWOOOOO,71,3,Pos,1,Library-3-Pos-1
OWWOOOOW,13,3,Pos,1,Library-3-Pos-1
OWWOOOWO,56,3,Pos,1,Library-3-Pos-1
OWWOOOWW,40,3,Pos,1,Library-3-Pos-1
OWWOOWOO,3,3,Pos,1,Library-3-Pos-1
OWWOOWOW,41,3,Pos,1,Library-3-Pos-1
OWWOOWWO,46,3,Pos,1,Library-3-Pos-1
OWWOOWWW,45,3,Pos,1,Library-3-Pos-1
OWWOWOOO,16,3,Pos,1,Library-3-Pos-1
OWWOWOOW,26,3,Pos,1,Library-3-Pos-1
OWWOWOWO,51,3,Pos,1,Library-3-Pos-1
OWWOWOWW,73,3,Pos,1,Library-3-Pos-1
OWWOWWOO,90,3,Pos,1,Library-3-Pos-1
OWWOWWOW,32,3,Pos,1,Library-3-Pos-1
OWWOWWWO,65,3,Pos,1,Library-3-Pos-1
OWWOWWWW,113,3,Pos,1,Library-3-Pos-1
OWWWOOOO,7,3,Pos,1,Library-3-Pos-1
OWWWOOOW,34,3,Pos,1,Library-3-Pos-1
OWWWOOWO,87,3,Pos,1,Library-3-Pos-1
OWWWOOWW,33,3,Pos,1,Library-3-Pos-1
OWWWOWOO,74,3,Pos,1,Library-3-Pos-1
OWWWOWOW,59,3,Pos,1,Library-3-Pos-1
OWWWOWWO,66,3,Pos,1,Library-3-Pos-1
OWWWOWWW,23,3,Pos,1,Library-3-Pos-1
OWWWWOOO,35,3,Pos,1,Library-3-Pos-1
OWWWWOOW,71,3,Pos,1,Library-3-Pos-1
OWWWWOWO,75,3,Pos,1,Library-3-Pos-1
OWWWWOWW,81,3,Pos,1,Library-3-Pos-1
OWWWWWOO,67,3,Pos,1,Library-3-Pos-1
OWWWWWOW,70,3,Pos,1,Library-3-Pos-1
OWWWWWWO,113,3,Pos,1,Library-3-Pos-1
OWWWWWWW,16,3,Pos,1,Library-3-Pos-1
WOOOOOOO,37,3,Pos,1,Library-3-Pos-1
WOOOOOOW,32,3,Pos,1,Library-3-Pos-1
WOOOOOWO,64,3,Pos,1,Library-3-Pos-1
WOOOOOWW,70,3,Pos,1,Library-3-Pos-1
WOOOOWOO,33,3,Pos,1,Library-3-Pos-1
WOOOOWOW,49,3,Pos,1,Library-3-Pos-1
WOOOOWWO,43,3,Pos,1,Library-3-Pos-1
WOOOOWWW,89,3,Pos,1,Library-3-Pos-1
WOOOWOOO,24,3,Pos,1,Library-3-Pos-1
WOOOWOOW,56,3,Pos,1,Library-3-Pos-1
WOOOWOWO,68,3,Pos,1,Library-3-Pos-1
WOOOWOWW,87,3,Pos,1,Library-3-Pos-1
WOOOWWOO,85,3,Pos,1,Library-3-Pos-1
WOOOWWOW,66,3,Pos,1,Library-3-Pos-1
WOOOWWWO,89,3,Pos,1,Library-3-Pos-1
WOOOWWWW,43,3,Pos,1,Library-3-Pos-1
WOOWOOOO,42,3,Pos,1,Library-3-Pos-1
WOOWOOOW,39,3,Pos,1,Library-3-Pos-1
WOOWOOWO,104,3,Pos,1,Library-3-Pos-1
WOOWOOWW,40,3,Pos,1,Library-3-Pos-1
WOOWOWOO,70,3,Pos,1,Library-3-Pos-1
WOOWOWOW,105,3,Pos,1,Library-3-Pos-1
WOOWOWWO,60,3,Pos,1,Library-3-Pos-1
WOOWOWWW,85,3,Pos,1,Library-3-Pos-1
WOOWWOOO,97,3,Pos,1,Library-3-Pos-1
WOOWWOOW,59,3,Pos,1,Library-3-Pos-1
WOOWWOWO,49,3,Pos,1,Library-3-Pos-1
WOOWWOWW,46,3,Pos,1,Library-3-Pos-1
WOOWWWOO,101,3,Pos,1,Library-3-Pos-1
WOOWWWOW,35,3,Pos,1,Library-3-Pos-1
WOOWWWWO,53,3,Pos,1,Library-3-Pos-1
WOOWWWWW,44,3,Pos,1,Library-3-Pos-1
WOWOOOOO,26,3,Pos,1,Library-3-Pos-1
WOWOOOOW,10,3,Pos,1,Library-3-Pos-1
WOWOOOWO,73,3,Pos,1,Library-3-Pos-1
WOWOOOWW,72,3,Pos,1,Library-3-Pos-1
WOWOOWOW,13,3,Pos,1,Library-3-Pos-1
WOWOOWWO,38,3,Pos,1,Library-3-Pos-1
WOWOOWWW,68,3,Pos,1,Library-3-Pos-1
WOWOWOOO,13,3,Pos,1,Library-3-Pos-1
WOWOWOOW,60,3,Pos,1,Library-3-Pos-1
WOWOWOWO,53,3,Pos,1,Library-3-Pos-1
WOWOWOWW,49,3,Pos,1,Library-3-Pos-1
WOWOWWOO,48,3,Pos,1,Library-3-Pos-1
WOWOWWOW,60,3,Pos,1,Library-3-Pos-1
WOWOWWWO,79,3,Pos,1,Library-3-Pos-1
WOWOWWWW,64,3,Pos,1,Library-3-Pos-1
WOWWOOOO,38,3,Pos,1,Library-3-Pos-1
WOWWOOOW,74,3,Pos,1,Library-3-Pos-1
WOWWOOWO,46,3,Pos,1,Library-3-Pos-1
WOWWOOWW,37,3,Pos,1,Library-3-Pos-1
WOWWOWOO,52,3,Pos,1,Library-3-Pos-1
WOWWOWOW,41,3,Pos,1,Library-3-Pos-1
WOWWOWWO,50,3,Pos,1,Library-3-Pos-1
WOWWOWWW,62,3,Pos,1,Library-3-Pos-1
WOWWWOOO,61,3,Pos,1,Library-3-Pos-1
WOWWWOOW,34,3,Pos,1,Library-3-Pos-1
WOWWWOWO,41,3,Pos,1,Library-3-Pos-1
WOWWWOWW,94,3,Pos,1,Library-3-Pos-1
WOWWWWOO,89,3,Pos,1,Library-3-Pos-1
WOWWWWOW,84,3,Pos,1,Library-3-Pos-1
WOWWWWWO,34,3,Pos,1,Library-3-Pos-1
WOWWWWWW,60,3,Pos,1,Library-3-Pos-1
WWOOOOOO,29,3,Pos,1,Library-3-Pos-1
WWOOOOOW,6,3,Pos,1,Library-3-Pos-1
WWOOOOWO,81,3,Pos,1,Library-3-Pos-1
WWOOOOWW,70,3,Pos,1,Library-3-Pos-1
WWOOOWOO,20,3,Pos,1,Library-3-Pos-1
WWOOOWOW,50,3,Pos,1,Library-3-Pos-1
WWOOOWWO,35,3,Pos,1,Library-3-Pos-1
WWOOOWWW,47,3,Pos,1,Library-3-Pos-1
WWOOWOOO,11,3,Pos,1,Library-3-Pos-1
WWOOWOOW,37,3,Pos,1,Library-3-Pos-1
WWOOWOWO,44,3,Pos,1,Library-3-Pos-1
WWOOWOWW,65,3,Pos,1,Library-3-Pos-1
WWOOWWOO,59,3,Pos,1,Library-3-Pos-1
WWOOWWOW,66,3,Pos,1,Library-3-Pos-1
WWOOWWWO,87,3,Pos,1,Library-3-Pos-1
WWOOWWWW,50,3,Pos,1,Library-3-Pos-1
WWOWOOOO,5,3,Pos,1,Library-3-Pos-1
WWOWOOOW,41,3,Pos,1,Library-3-Pos-1
WWOWOOWO,36,3,Pos,1,Library-3-Pos-1
WWOWOOWW,55,3,Pos,1,Library-3-Pos-1
WWOWOWOO,39,3,Pos,1,Library-3-Pos-1
WWOWOWOW,51,3,Pos,1,Library-3-Pos-1
WWOWOWWO,34,3,Pos,1,Library-3-Pos-1
WWOWOWWW,40,3,Pos,1,Library-3-Pos-1
WWOWWOOO,124,3,Pos,1,Library-3-Pos-1
WWOWWOOW,52,3,Pos,1,Library-3-Pos-1
WWOWWOWO,77,3,Pos,1,Library-3-Pos-1
WWOWWOWW,35,3,Pos,1,Library-3-Pos-1
WWOWWWOO,56,3,Pos,1,Library-3-Pos-1
WWOWWWOW,81,3,Pos,1,Library-3-Pos-1
WWOWWWWO,65,3,Pos,1,Library-3-Pos-1
WWOWWWWW,48,3,Pos,1,Library-3-Pos-1
WWWOOOOO,89,3,Pos,1,Library-3-Pos-1
WWWOOOOW,11,3,Pos,1,Library-3-Pos-1
WWWOOOWO,28,3,Pos,1,Library-3-Pos-1
WWWOOOWW,43,3,Pos,1,Library-3-Pos-1
WWWOOWOO,9,3,Pos,1,Library-3-Pos-1
WWWOOWOW,55,3,Pos,1,Library-3-Pos-1
WWWOOWWO,21,3,Pos,1,Library-3-Pos-1
WWWOOWWW,84,3,Pos,1,Library-3-Pos-1
WWWOWOOO,24,3,Pos,1,Library-3-Pos-1
WWWOWOOW,85,3,Pos,1,Library-3-Pos-1
WWWOWOWO,52,3,Pos,1,Library-3-Pos-1
WWWOWOWW,102,3,Pos,1,Library-3-Pos-1
WWWOWWOO,69,3,Pos,1,Library-3-Pos-1
WWWOWWOW,37,3,Pos,1,Library-3-Pos-1
WWWOWWWO,101,3,Pos,1,Library-3-Pos-1
WWWOWWWW,53,3,Pos,1,Library-3-Pos-1
WWWWOOOO,6,3,Pos,1,Library-3-Pos-1
WWWWOOOW,33,3,Pos,1,Library-3-Pos-1
WWWWOOWO,54,3,Pos,1,Library-3-Pos-1
WWWWOOWW,87,3,Pos,1,Library-3-Pos-1
WWWWOWOO,34,3,Pos,1,Library-3-Pos-1
WWWWOWOW,59,3,Pos,1,Library-3-Pos-1
WWWWOWWO,38,3,Pos,1,Library-3-Pos-1
WWWWOWWW,70,3,Pos,1,Library-3-Pos-1
WWWWWOOO,38,3,Pos,1,Library-3-Pos-1
WWWWWOOW,48,3,Pos,1,Library-3-Pos-1
WWWWWOWO,63,3,Pos,1,Library-3-Pos-1
WWWWWOWW,53,3,Pos,1,Library-3-Pos-1
WWWWWWOO,64,3,Pos,1,Library-3-Pos-1
WWWWWWOW,37,3,Pos,1,Library-3-Pos-1
WWWWWWWO,88,3,Pos,1,Library-3-Pos-1
WWWWWWWW,472,3,Pos,1,Library-3-Pos-1
OOOOOOOO,24784,3,Pos,2,Library-3-Pos-2
OOOOOOOW,4166,3,Pos,2,Library-3-Pos-2
OOOOOOWO,37279,3,Pos,2,Library-3-Pos-2
OOOOOOWW,34504,3,Pos,2,Library-3-Pos-2
OOOOOWOO,3071,3,Pos,2,Library-3-Pos-2
OOOOOWOW,16055,3,Pos,2,Library-3-Pos-2
OOOOOWWO,37058,3,Pos,2,Library-3-Pos-2
OOOOOWWW,43036,3,Pos,2,Library-3-Pos-2
OOOOWOOO,13479,3,Pos,2,Library-3-Pos-2
OOOOWOOW,21504,3,Pos,2,Library-3-Pos-2
OOOOWOWO,95432,3,Pos,2,Library-3-Pos-2
OOOOWOWW,12641,3,Pos,2,Library-3-Pos-2
OOOOWWOO,39804,3,Pos,2,Library-3-Pos-2
OOOOWWOW,59428,3,Pos,2,Library-3-Pos-2
OOOOWWWO,39472,3,Pos,2,Library-3-Pos-2
OOOOWWWW,17690,3,Pos,2,Library-3-Pos-2
OOOWOOOO,9318,3,Pos,2,Library-3-Pos-2
OOOWOOOW,3123,3,Pos,2,Library-3-Pos-2
OOOWOOWO,61351,3,Pos,2,Library-3-Pos-2
OOOWOOWW,22938,3,Pos,2,Library-3-Pos-2
OOOWOWOO,31293,3,Pos,2,Library-3-Pos-2
OOOWOWOW,51794,3,Pos,2,Library-3-Pos-2
OOOWOWWO,49960,3,Pos,2,Library-3-Pos-2
OOOWOWWW,6278,3,Pos,2,Library-3-Pos-2
OOOWWOOO,14904,3,Pos,2,Library-3-Pos-2
OOOWWOOW,9116,3,Pos,2,Library-3-Pos-2
OOOWWOWO,28972,3,Pos,2,Library-3-Pos-2
OOOWWOWW,26491,3,Pos,2,Library-3-Pos-2
OOOWWWOO,48415,3,Pos,2,Library-3-Pos-2
OOOWWWOW,6365,3,Pos,2,Library-3-Pos-2
OOOWWWWO,14977,3,Pos,2,Library-3-Pos-2
OOOWWWWW,10873,3,Pos,2,Library-3-Pos-2
OOWOOOOO,75203,3,Pos,2,Library-3-Pos-2
OOWOOOOW,8775,3,Pos,2,Library-3-Pos-2
OOWOOOWO,32946,3,Pos,2,Library-3-Pos-2
OOWOOOWW,39240,3,Pos,2,Library-3-Pos-2
OOWOOWOO,195,3,Pos,2,Library-3-Pos-2
OOWOOWOW,28555,3,Pos,2,Library-3-Pos-2
OOWOOWWO,62141,3,Pos,2,Library-3-Pos-2
OOWOOWWW,12434,3,Pos,2,Library-3-Pos-2
OOWOWOOO,3305,3,Pos,2,Library-3-Pos-2
OOWOWOOW,7530,3,Pos,2,Library-3-Pos-2
OOWOWOWO,27562,3,Pos,2,Library-3-Pos-2
OOWOWOWW,54983,3,Pos,2,Library-3-Pos-2
OOWOWWOO,44116,3,Pos,2,Library-3-Pos-2
OOWOWWOW,13894,3,Pos,2,Library-3-Pos-2
OOWOWWWO,16443,3,Pos,2,Library-3-Pos-2
OOWOWWWW,15625,3,Pos,2,Library-3-Pos-2
OOWWOOOO,51193,3,Pos,2,Library-3-Pos-2
OOWWOOOW,26833,3,Pos,2,Library-3-Pos-2
OOWWOOWO,64804,3,Pos,2,Library-3-Pos-2
